Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02 00:00:00-05:00,38.72249984741211,39.712501525878906,38.557498931884766,39.47999954223633,38.04704666137695,148158800
2019-01-03 00:00:00-05:00,35.994998931884766,36.43000030517578,35.5,35.54750061035156,34.25728225708008,365248800
2019-01-04 00:00:00-05:00,36.13249969482422,37.13750076293945,35.95000076293945,37.064998626708984,35.719696044921875,234428400
2019-01-07 00:00:00-05:00,37.17499923706055,37.20750045776367,36.474998474121094,36.98249816894531,35.640193939208984,219111200
2019-01-08 00:00:00-05:00,37.38999938964844,37.95500183105469,37.130001068115234,37.6875,36.319602966308594,164101200
2019-01-09 00:00:00-05:00,37.8224983215332,38.63249969482422,37.407501220703125,38.32749938964844,36.936370849609375,180396400
2019-01-10 00:00:00-05:00,38.125,38.49250030517578,37.71500015258789,38.45000076293945,37.0544319152832,143122800
2019-01-11 00:00:00-05:00,38.220001220703125,38.42499923706055,37.877498626708984,38.0724983215332,36.69062805175781,108092800
2019-01-14 00:00:00-05:00,37.712501525878906,37.817501068115234,37.30500030517578,37.5,36.138912200927734,129756800
2019-01-15 00:00:00-05:00,37.567501068115234,38.34749984741211,37.51250076293945,38.26750183105469,36.87855911254883,114843600
2019-01-16 00:00:00-05:00,38.27000045776367,38.970001220703125,38.25,38.73500061035156,37.32908248901367,122278800
2019-01-17 00:00:00-05:00,38.54999923706055,39.415000915527344,38.314998626708984,38.96500015258789,37.55073165893555,119284800
2019-01-18 00:00:00-05:00,39.375,39.470001220703125,38.994998931884766,39.20500183105469,37.78202438354492,135004000
2019-01-22 00:00:00-05:00,39.102500915527344,39.182498931884766,38.154998779296875,38.32500076293945,36.9339599609375,121576000
2019-01-23 00:00:00-05:00,38.537498474121094,38.78499984741211,37.92499923706055,38.47999954223633,37.08333969116211,92522400
2019-01-24 00:00:00-05:00,38.52750015258789,38.619998931884766,37.935001373291016,38.17499923706055,36.7894172668457,101766000
2019-01-25 00:00:00-05:00,38.869998931884766,39.532501220703125,38.58000183105469,39.439998626708984,38.00850296020508,134142000
2019-01-28 00:00:00-05:00,38.9474983215332,39.08250045776367,38.415000915527344,39.07500076293945,37.65674591064453,104768400
2019-01-29 00:00:00-05:00,39.0625,39.532501220703125,38.52750015258789,38.66999816894531,37.266441345214844,166348800
2019-01-30 00:00:00-05:00,40.8125,41.537498474121094,40.057498931884766,41.3125,39.81303405761719,244439200
2019-01-31 00:00:00-05:00,41.52750015258789,42.25,41.13999938964844,41.61000061035156,40.099735260009766,162958400
2019-02-01 00:00:00-05:00,41.7400016784668,42.244998931884766,41.48249816894531,41.630001068115234,40.1190071105957,130672400
2019-02-04 00:00:00-05:00,41.852500915527344,42.915000915527344,41.81999969482422,42.8125,41.25859451293945,125982000
2019-02-05 00:00:00-05:00,43.21500015258789,43.77000045776367,43.087501525878906,43.54499816894531,41.96450424194336,144406400
2019-02-06 00:00:00-05:00,43.662498474121094,43.89250183105469,43.212501525878906,43.560001373291016,41.978965759277344,112958400
2019-02-07 00:00:00-05:00,43.099998474121094,43.48500061035156,42.584999084472656,42.73500061035156,41.18390655517578,126966800
2019-02-08 00:00:00-05:00,42.247501373291016,42.665000915527344,42.10499954223633,42.602500915527344,41.23229217529297,95280000
2019-02-11 00:00:00-05:00,42.76250076293945,42.8025016784668,42.3125,42.35749816894531,40.995174407958984,83973600
2019-02-12 00:00:00-05:00,42.525001525878906,42.75,42.42499923706055,42.72249984741211,41.348426818847656,89134000
2019-02-13 00:00:00-05:00,42.84749984741211,43.119998931884766,42.47999954223633,42.54499816894531,41.176639556884766,89960800
2019-02-14 00:00:00-05:00,42.4275016784668,42.814998626708984,42.345001220703125,42.70000076293945,41.326663970947266,87342800
2019-02-15 00:00:00-05:00,42.8125,42.92499923706055,42.4375,42.60499954223633,41.23470687866211,98507200
2019-02-19 00:00:00-05:00,42.4275016784668,42.86000061035156,42.372501373291016,42.73249816894531,41.358116149902344,75891200
2019-02-20 00:00:00-05:00,42.79750061035156,43.33000183105469,42.747501373291016,43.00749969482422,41.624271392822266,104457600
2019-02-21 00:00:00-05:00,42.95000076293945,43.092498779296875,42.57500076293945,42.76499938964844,41.38957214355469,68998800
2019-02-22 00:00:00-05:00,42.89500045776367,43.25,42.845001220703125,43.24250030517578,41.85171127319336,75652800
2019-02-25 00:00:00-05:00,43.540000915527344,43.967498779296875,43.48749923706055,43.557498931884766,42.156578063964844,87493600
2019-02-26 00:00:00-05:00,43.4275016784668,43.82500076293945,43.29249954223633,43.58250045776367,42.18077850341797,68280800
2019-02-27 00:00:00-05:00,43.3025016784668,43.75,43.182498931884766,43.717498779296875,42.311431884765625,111341600
2019-02-28 00:00:00-05:00,43.58000183105469,43.727500915527344,43.22999954223633,43.287498474121094,41.895263671875,112861600
2019-03-01 00:00:00-05:00,43.56999969482422,43.787498474121094,43.22249984741211,43.74250030517578,42.33562088012695,103544800
2019-03-04 00:00:00-05:00,43.92250061035156,44.4375,43.49250030517578,43.962501525878906,42.548553466796875,109744800
2019-03-05 00:00:00-05:00,43.98500061035156,44.0,43.6349983215332,43.88249969482422,42.47113037109375,78949600
2019-03-06 00:00:00-05:00,43.66749954223633,43.872501373291016,43.48500061035156,43.630001068115234,42.22675323486328,83241600
2019-03-07 00:00:00-05:00,43.467498779296875,43.61000061035156,43.005001068115234,43.125,41.73799514770508,99185600
2019-03-08 00:00:00-05:00,42.58000183105469,43.26750183105469,42.375,43.227500915527344,41.83719253540039,95997600
2019-03-11 00:00:00-04:00,43.872501373291016,44.779998779296875,43.837501525878906,44.724998474121094,43.286529541015625,128044000
2019-03-12 00:00:00-04:00,45.0,45.66749954223633,44.842498779296875,45.227500915527344,43.77287292480469,129870400
2019-03-13 00:00:00-04:00,45.5625,45.82500076293945,45.22999954223633,45.4275016784668,43.9664421081543,124130000
